업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),
용역,20200524995-00,일반,[일반용역]농작물 및 토양 유래 항생제 내성 병원성대장균 수집 및 특성 분석_약제내성과,보건복지부 질병관리본부,보건복지부 질병관리본부,수의(총액)소액수의,2020/05/20 15:25(2020/05/26 10:00),
용역,20200524989-00,일반,다목적실용위성 7호 영상 절대복사보정을 위한 지상기준자료 현장 측정기술 개발,한국항공우주연구원,한국항공우주연구원,제한(총액)규격가격동시,2020/05/20 15:25(2020/05/27 10:00),
용역,20200524990-00,긴급,2020년도 행정차량 자동차보험 가입,서울특별시 송파구,서울특별시 송파구,제한(총액),2020/05/20 15:25(2020/05/26 14:30),
용역,E062000312-00,일반,2020년도 영흥발전본부 작업환경측정용역,한국남동발전(주),총무노무부,제한(총액),2020/05/20 15:23(2020/05/29 13:00),
용역,20200524975-00,긴급,2020년 상수도 노후관(범골로107번길 외 2개소)정비공사 폐기물처리 용역,경기도 의정부시,경기도 의정부시,제한(총액),2020/05/20 15:23(2020/05/26 10:00),
용역,20200524982-00,일반,전남대학교 국동캠퍼스 협동관 리모델링사업 지정폐기물처리용역,전라남도 여수시,전라남도 여수시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:22(2020/05/26 12:00),
용역,20200524978-00,일반,시험용 달 궤도선 전기통합시험 Test Operator 기술용역,한국항공우주연구원,한국항공우주연구원,제한(총액)규격가격동시,2020/05/20 15:22(2020/06/01 10:00),
용역,20200522245-00,긴급,천안시 소각시설 정기점검에 따른 생활폐기물 미처리분 처리용역,충청남도 천안시,충청남도 천안시,일반(단가),2020/05/20 15:22(2020/05/26 14:00),
용역,20200524865-00,일반,한국주택금융공사 성공적인 디지털조직 전환을 위한 조직재설계 연구용역,한국주택금융공사,한국주택금융공사,제한(총액)협상에의한계약,2020/05/20 15:21(2020/06/01 11:00),
용역,20200524971-00,일반,5.18일지DB 내부 이용 시스템 고도화 사업,(재)5.18기념재단,(재)5.18기념재단,일반(총액)협상에의한계약,2020/05/20 15:21(-),
용역,20200524977-00,일반,금일 신구지구 소규모어항 정비공사 폐기물운반처리용역,전라남도 완도군,전라남도 완도군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:21(2020/05/26 10:00),
용역,20200524974-00,일반,방동 수변공간 여가기반 조성사업 실시설계공모,대전광역시 유성구,대전광역시 유성구,일반경쟁,2020/05/20 15:18(-),
용역,20200524686-00,일반,김천시청소년문화의집 건립 폐기물 처리용역,경상북도 김천시,경상북도 김천시,제한(총액),2020/05/20 15:18(2020/05/27 14:00),
용역,20200524955-00,일반,UTM 시뮬레이터 성능개선(1단계) 및 데이터 처리분석 SW 개발,한국항공우주연구원,한국항공우주연구원,제한(총액)협상에의한계약,2020/05/20 15:16(2020/06/01 10:00),
용역,20200524932-00,일반,(입찰대행) 상예1 다목적회관 신축공사 폐기물처리 용역,제주도 서귀포시 예래동,제주도 서귀포시 예래동,제한(총액),2020/05/20 15:15(2020/05/25 12:00),
용역,20200524952-00,일반,예천중학교 외 1교 공사 건축폐기물처리 용역,경상북도교육청 경상북도예천교육지원청,경상북도교육청 경상북도예천교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:15(2020/05/25 10:00),
용역,20200524945-00,일반,둔촌동역 주변 지구단위계획 재정비 수립 용역,서울특별시 강동구,서울특별시 강동구,일반(총액)협상에의한계약,2020/05/20 15:14(-),
용역,20200524772-00,일반,강변하수 다대3중계펌프장 노후 수배전반 교체 전기공사 감리용역,부산광역시 건설본부,부산광역시 건설본부,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:14(2020/05/26 10:00),
용역,20200524930-00,일반,예금보험공사 무인경비 및 출입관리시스템 구축·운영,예금보험공사,예금보험공사,제한(총액)협상에의한계약,2020/05/20 15:14(2020/06/02 14:00),
용역,20200524946-00,일반,긴급_호남중 미술실 개축 및 장애인 편의시설 설치공사,전라북도정읍교육청 호남중학교,전라북도정읍교육청 호남중학교,수의(총액)소액수의,2020/05/20 15:13(2020/05/25 10:00),
용역,20200524910-00,일반,2020년 화성종합경기타운 시설물 안전점검 용역 소액수의 견적제출 공고,화성도시공사,화성도시공사,수의(총액)소액수의,2020/05/20 15:10(2020/05/26 10:00),
용역,20200524917-00,긴급,2020년 상수도 노후관(경의로55번길 외 3개소)정비공사  폐기물처리용역,경기도 의정부시,경기도 의정부시,제한(총액),2020/05/20 15:08(2020/05/26 10:00),
용역,20200524156-00,긴급,서면 덕두원리 농어촌마을하수도 건설공사 실시설계용역,강원도 춘천시 상하수도사업본부,강원도 춘천시 상하수도사업본부,지명경쟁,2020/05/20 15:08(2020/05/26 10:00),
용역,20200524325-00,일반,2020년 범부처 융합 레이더 국제 워크숍,조달청 서울지방조달청,기상청 기상레이더센터,제한(총액)협상에의한계약,2020/05/20 15:07(2020/06/02 10:00),
용역,20200524920-00,일반,도계한빛유지원 외 19교 냉난방기 필터세척 용역,강원도교육청 강원도삼척교육지원청,강원도교육청 강원도삼척교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:07(2020/05/26 10:00),
용역,20200524908-00,일반,인천청학초 내진성능평가용역 수의계약 견적제출 안내공고,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:05(2020/05/26 10:00),
용역,2001756-00,일반,하남감일스윗시티 B1블록 공공분양주택 종합홍보용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/20 15:05(2020/06/03 17:00),
용역,20200524904-00,일반,"길동역 외 2개 역세권 지구단위계획 및 길동,둔촌 생활권 계획 실행방안 수립 용역",서울특별시 강동구,서울특별시 강동구,일반(총액)협상에의한계약,2020/05/20 15:04(-),
용역,20200524903-00,일반,무이배수장 외 1개소 전기설비 안전관리 대행 용역,경상북도 예천군,경상북도 예천군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:04(2020/05/27 10:00),
용역,20200524160-00,일반,인도네시아 스마랑시 스마트 물관리 사업 F/S(타당성조사) 용역,한국수출입은행,한국수출입은행,제한(총액)협상에의한계약,2020/05/20 15:04(2020/06/30 17:00),
용역,E012004597-00,일반,봉천동 서울교통공사 봉천역 4번출구 지중설비 이설공사 감리용역(관악동작지사),한국전력공사,재무자재부,제한(총액),2020/05/20 15:03(2020/05/28 13:00),
용역,20200524844-00,긴급,고양시 생활폐기물 수집운반 대행용역(제10구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/20 15:03(2020/05/26 10:00),
용역,20200524890-00,일반,도마령~힐링타운 숲길 조성사업 감리용역 소액수의 견적제출 안내 공고,충청북도 영동군,충청북도 영동군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 15:01(2020/05/26 12:00),
용역,20200524445-00,일반,2020년 동부소방서 소방차량 종합보험 가입,제주특별자치도 동부소방서,제주특별자치도 동부소방서,수의(총액)소액수의,2020/05/20 15:01(2020/05/27 10:00),
용역,B5202001633-01,변경,주암댐계통광역상수도 제9회 정밀안전점검 용역,한국수자원공사,한국수자원공사 영·섬경영계획처,일반경쟁,2020/05/20 15:00(2020/06/02 15:00),
용역,B5202001631-00,일반,동화댐계통광역상수도 제9회 정밀안전점검 용역,한국수자원공사,한국수자원공사 영·섬경영계획처,일반경쟁,2020/05/20 15:00(2020/06/02 15:00),
용역,B5202001630-00,취소,대불공업용수도 제9회 정밀안전점검 용역,한국수자원공사,한국수자원공사 영·섬경영계획처,일반경쟁,2020/05/20 15:00(2020/06/02 15:00),
용역,B5202001632-00,일반,내성천 상류유역 거점형 오염저감 시범사업,한국수자원공사,한국수자원공사 재무관리처,일반경쟁,2020/05/20 15:00(2020/06/09 14:00),
용역,B5202001590-00,일반,나주지방상수도 검침환경개선 실시설계용역,한국수자원공사,한국수자원공사 나주수도관리단,수의계약,2020/05/20 15:00(2020/05/26 15:00),
용역,20200524886-00,일반,2020년 개야도 주변해역 해양폐기물 정화사업,해양환경공단,해양환경공단,제한(총액),2020/05/20 14:59(2020/05/28 10:00),
용역,20200524874-00,일반,배출권시장 파생상품 도입 효과 및 영향 분석,한국환경공단,한국환경공단,일반(총액)협상에의한계약,2020/05/20 14:58(2020/06/02 15:00),
용역,20200524876-00,긴급,정읍시보건소 주차장 조성사업 폐기물 처리용역 수의견적 제출 공고,전라북도 정읍시 보건소,전라북도 정읍시 보건소,수의(총액),2020/05/20 14:58(2020/05/25 14:00),
용역,20200524873-00,일반,한국생명과학고등학교 교사동 내진보강공사 구조설계용역,경상북도교육청 경상북도안동교육지원청,경상북도교육청 경상북도안동교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:58(2020/05/26 10:00),
용역,20200516964-01,취소,경기푸른미래관 건설폐기물처리 용역 공고(긴급),경기푸른미래관,경기푸른미래관,제한(총액),2020/05/20 14:58(2020/05/21 10:00),
용역,20200524870-00,일반,보성강 생태하천 복원사업 임목폐기물 처리용역,전라남도 보성군,전라남도 보성군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:56(2020/05/27 15:30),
용역,20200524868-00,긴급,2020년 의정부시 공공하수도 GIS DB구축 용역,경기도 의정부시,경기도 의정부시,제한(총액),2020/05/20 14:55(2020/05/26 10:00),
용역,20200522392-00,일반,2020년 신입 및 경력직원 채용 대행 용역,한국소비자원,한국소비자원,제한(총액)협상에의한계약,2020/05/20 14:54(2020/06/02 10:00),
용역,20200524856-00,일반,덕계종합상설시장 주차장 구조개선사업 실시설계용역,경상남도 양산시,경상남도 양산시,제한경쟁,2020/05/20 14:53(2020/05/26 15:00),
용역,20200524860-00,일반,이리석암초 본관동 내진성능평가용역,전라북도교육청 전라북도익산교육지원청,전라북도교육청 전라북도익산교육지원청,수의(총액)소액수의,2020/05/20 14:53(2020/05/26 10:00),
용역,20200524866-00,일반,20년도 ZEUS 장비활용종합포털 개선(재공고),한국기초과학지원연구원,한국기초과학지원연구원,제한(총액)협상에의한계약,2020/05/20 14:53(-),
용역,20200524108-00,긴급,신북처리분구 외 1개소 하수관로정비사업 실시설계용역,강원도 춘천시 상하수도사업본부,강원도 춘천시 상하수도사업본부,지명경쟁,2020/05/20 14:52(2020/05/26 10:00),
용역,20200524740-00,일반,"대구대청초등학교 외 2교(동천초, 안일초) 환경개선공사 설계용역",대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:52(2020/05/26 10:00),
용역,20200524749-00,일반,대구효목초등학교 외 1교(지묘초) 환경개선 전기공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:51(2020/05/26 10:00),
용역,20200523973-00,일반,공장 내 건설폐기물 처리용역(추가발생물량),전라북도 익산시,전라북도 익산시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:51(2020/05/26 14:00),
용역,20200524759-00,일반,"대구제일중학교 외 2교(동도초, 효신초) 환경개선 전기공사 설계용역",대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:50(2020/05/26 10:00),
용역,20200524770-00,일반,"대구사월초등학교 외 2교(매호초, 용호초) 환경개선 전기공사 설계용역",대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:50(2020/05/26 10:00),
용역,20200524778-00,일반,대구용지초등학교 외 1교(동원초) 환경개선 전기공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:49(2020/05/26 10:00),
용역,20200524846-00,일반,용안초 본관동 내진성능평가용역,전라북도교육청 전라북도익산교육지원청,전라북도교육청 전라북도익산교육지원청,수의(총액)소액수의,2020/05/20 14:49(2020/05/26 10:00),
용역,20200524794-00,일반,대구사월초등학교 외 4교 냉난방개선 및 기타 기계설비공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:48(2020/05/26 10:00),
용역,20200524843-00,일반,2020년 음성들깨 통합브랜드 개발 용역(입찰대행),충청북도 음성군,충청북도 음성군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:48(2020/05/26 10:00),
용역,20200524804-00,일반,대구명덕초등학교 외 4교 냉난방개선 및 기타 기계설비공사 설계용역,대구광역시교육청 대구광역시동부교육지원청,대구광역시교육청 대구광역시동부교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:48(2020/05/26 10:00),
용역,E012004592-00,일반,영춘면 대전국토관리청 도로공사 지장전주이설공사 감리,한국전력공사,재무자재부,제한(총액),2020/05/20 14:46(2020/05/28 10:00),
용역,20200519486-00,일반,조선해양플랜트글로벌핵심연구센터 대형예인수조 모형 시험 분석 용역,조달청 부산지방조달청,부산대학교 산학협력단,제한(총액)협상에의한계약,2020/05/20 14:45(2020/06/03 10:00),
용역,20200524831-00,일반,이리모현초 본관동 내진보강 구조설계용역,전라북도교육청 전라북도익산교육지원청,전라북도교육청 전라북도익산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:43(2020/05/26 10:00),
용역,20200524824-00,긴급,(긴급)용산 도시역사문화 아카이브 구축 용역,서울특별시 용산구,서울특별시 용산구,제한(총액)협상에의한계약,2020/05/20 14:42(2020/06/01 17:00),
용역,20200524819-00,일반,인천관광공사 기록물 관리체계 구축 컨설팅,인천관광공사,인천관광공사,제한(총액)협상에의한계약,2020/05/20 14:42(2020/06/02 12:00),
용역,20200524809-00,일반,2020년 득량만 주변해역 해양폐기물 정화사업,해양환경공단,해양환경공단,일반(총액),2020/05/20 14:41(2020/05/28 10:00),
용역,20200523252-00,일반,2020년 태화강 수중수변 폐기물 수거사업,울산지속가능발전협의회,울산지속가능발전협의회,제한(총액),2020/05/20 14:41(2020/06/05 10:00),
용역,20200524667-00,일반,국제규격 천연물의약품원료 대량생산시설 구축공사 건축감리,(재) 전라남도생물산업진흥재단 천연자원연구원,(재) 전라남도생물산업진흥재단 천연자원연구원,제한경쟁,2020/05/20 14:37(2020/05/27 15:00),
용역,20200524812-00,긴급,장재천 공공하수처리수 재이용사업 기본 및 실시설계 용역,충청남도 천안시,충청남도 천안시,일반경쟁,2020/05/20 14:37(2020/05/26 14:00),
용역,20200524803-00,일반,2020년 수원사업소 환경오염물질 위탁측정용역,한국지역난방공사 수원사업소,한국지역난방공사 수원사업소,수의(단가)소액수의,2020/05/20 14:36(2020/05/26 10:00),
용역,20200524689-00,일반,고양시 생활폐기물 수집운반 대행용역(제7구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/20 14:36(2020/05/26 10:00),
용역,20200524748-00,일반,국제규격 천연물의약품원료 대량생산시설 구축공사 전기감리,(재) 전라남도생물산업진흥재단 천연자원연구원,(재) 전라남도생물산업진흥재단 천연자원연구원,제한경쟁,2020/05/20 14:35(2020/05/27 15:00),
용역,20200524799-00,일반,경비함정 실내등 LED 교체 수리 용역,해양경찰청 서해지방해양경찰청 목포해양경찰서,해양경찰청 서해지방해양경찰청 목포해양경찰서,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:34(2020/05/28 10:00),
용역,20200524760-00,일반,빛그린산단 내 협력적 노사상생 모델 구축 및 운영을 위한 연구용역(재공고),광주광역시,광주광역시,일반(총액)협상에의한계약,2020/05/20 14:34(2020/06/01 17:00),
용역,20200524538-00,일반,구즉동 행정복지센터 철거공사 폐기물처리용역,대전광역시 유성구,대전광역시 유성구,제한(총액),2020/05/20 14:33(2020/05/28 10:00),
용역,20200524793-00,일반,국제규격 천연물의약품원료 대량생산시설 구축공사 소방감리,(재) 전라남도생물산업진흥재단 천연자원연구원,(재) 전라남도생물산업진흥재단 천연자원연구원,수의(총액)소액수의,2020/05/20 14:32(2020/05/25 15:00),
용역,20200524797-00,일반,천안부성중학교 외부환경개선공사 설계용역,충청남도교육청 충청남도천안교육지원청,충청남도교육청 충청남도천안교육지원청,수의(총액)소액수의,2020/05/20 14:32(2020/05/26 10:00),
용역,P2020285-01,변경,RDBMS(Oracle) 상용S/W 유지보수,한전KDN(주),한전KDN(주),수의(총액),2020/05/20 14:32(2020/05/20 17:30),
용역,20200524795-00,일반,"스타트업 파크, 품(POOM) 플랫폼 구축 사업 감리 용역",인천테크노파크,인천테크노파크,일반(총액)협상에의한계약,2020/05/20 14:31(2020/06/10 10:00),
용역,20200524776-00,일반,투자유치 활성화 위한 의전용 관용차량 임차 용역(장기계속),강원도,강원도 동해안권경제자유구역청,제한(총액),2020/05/20 14:28(2020/05/28 10:00),
용역,20200524672-00,긴급,한국수출입은행 해외 네트워크 기능 재편방안 수립 컨설팅,한국수출입은행,한국수출입은행,제한(총액)협상에의한계약,2020/05/20 14:25(2020/06/01 17:00),
용역,E012004586-00,일반,관내 지중 계통 분리구간 정상화를 위한 VLF진단용역,한국전력공사,재무자재부,제한(총액),2020/05/20 14:24(2020/05/28 10:00),
용역,20200524732-00,긴급,무안공항 여객터미널 정밀안전점검 및 성능평가 용역,한국공항공사 제주지역본부,한국공항공사 제주지역본부,제한경쟁,2020/05/20 14:23(2020/05/27 10:00),
용역,20200524761-00,일반,다덕광산 수질개선사업 기본설계 용역,한국광해관리공단,한국광해관리공단,제한경쟁,2020/05/20 14:22(2020/05/26 10:00),
용역,E012004589-00,일반,군산S/S 보덕D/L 신재생연계 회선신설공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/20 14:22(2020/05/28 10:00),
용역,20200524757-00,일반,천안서초등학교 외부환경개선공사 설계용역,충청남도교육청 충청남도천안교육지원청,충청남도교육청 충청남도천안교육지원청,수의(총액)소액수의,2020/05/20 14:18(2020/05/26 10:00),
용역,20200524192-02,변경,대림대학교 홈페이지 통합 개편 구축 사업,대림대학교,대림대학교,제한(총액)협상에의한계약,2020/05/20 14:18(2020/06/04 10:00),
용역,20200524753-00,일반,해남 공룡박물관.조류생태관 활성화 종합발전계획 및 리뉴얼 기본설계공모,전라남도 해남군,전라남도 해남군,일반경쟁,2020/05/20 14:18(-),
용역,20200524708-00,긴급,한국수출입은행 디지털 전환전략 수립 컨설팅,한국수출입은행,한국수출입은행,제한(총액)협상에의한계약,2020/05/20 14:15(2020/06/02 17:00),
용역,20200524741-00,일반,이동형 온도시험기(ANS21) 수리,국방과학연구소제5기술연구본부,국방과학연구소제5기술연구본부,제한(총액),2020/05/20 14:15(2020/05/25 10:00),
용역,20200524491-00,일반,동대전로 복개구조물 정밀안전점검용역,대전광역시 건설관리본부,대전광역시 건설관리본부,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:14(2020/05/26 10:00),
용역,20200519288-00,일반,2020년 상반기 배수지 청소용역,충청북도 진천군 상하수도사업소,충청북도 진천군 상하수도사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:13(2020/05/26 10:00),
용역,20200524722-00,긴급,2020년 임대농기계 종합보험 가입,경상북도 영천시,경상북도 영천시,일반(총액),2020/05/20 14:13(2020/05/26 10:00),
용역,20200524724-00,일반,농어촌연구원 전산실이전사업 용역,한국농어촌공사 농어촌연구원,한국농어촌공사 농어촌연구원,수의(총액),2020/05/20 14:12(2020/05/26 10:00),
용역,20200524100-00,일반,군도4호선(신대리) 노후도로 재포장공사 폐기물처리용역,강원도 횡성군,강원도 횡성군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:12(2020/05/26 12:00),
용역,E012004585-00,일반,봉천동 낙성대 8번출구 서울교통공사 지중설비 이설공사 감리용역(관악동작지사),한국전력공사,재무자재부,제한(총액),2020/05/20 14:08(2020/05/28 13:00),
용역,E012004584-00,일반,2020년 마포용산지사 가공배전설비 초음파진단용역,한국전력공사,재무자재부,제한(총액),2020/05/20 14:08(2020/05/28 10:00),
용역,20200524725-00,일반,한국-인도네시아 전자 산업협력 방안 연구,산업연구원,산업연구원,일반(총액),2020/05/20 14:07(-),
용역,20200522403-00,긴급,2020년 해외 선진 산재보험제도 조사˙연구,근로복지공단 근로복지연구원,근로복지공단 근로복지연구원,제한(총액)협상에의한계약,2020/05/20 14:07(2020/06/02 14:00),
용역,20200524720-00,긴급,옥천 학동 농어촌도로확포장 건설폐기물 처리 용역,전라남도 해남군,전라남도 해남군,제한(총액),2020/05/20 14:07(2020/05/26 10:00),
용역,20200521159-00,일반,통계시스템 구축 감리사업,조달청 대전지방조달청,국세청,제한(총액)협상에의한계약,2020/05/20 14:07(2020/06/02 10:00),
용역,20200524207-00,일반,1단계 동굴배수 다중화 공사 건설폐기물 처리 용역,한국원자력환경공단,한국원자력환경공단,제한(총액),2020/05/20 14:06(2020/05/28 12:00),
용역,20200524697-00,일반,방제1001호 선체수리 용역,해양환경공단 여수지사,해양환경공단 여수지사,제한(총액),2020/05/20 14:06(2020/05/26 10:00),
용역,20200524394-00,일반,해양수산 기술거래 온라인 플랫폼 개선,조달청 서울지방조달청,해양수산과학기술진흥원,제한(총액)협상에의한계약,2020/05/20 14:05(2020/06/02 10:00),
용역,2001759-00,일반,서울강남3 아스콘 포장공사 건설폐기물처리(파쇄) 용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/20 14:05(2020/05/28 10:00),
용역,2001807-00,일반,고양창릉 공공주택지구 항공사진측량용역,한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/20 14:05(2020/05/28 13:00),
용역,20200524500-00,긴급,한국표준과학연구원 신소재동(기존동) T.A.B용역,한국표준과학연구원,한국표준과학연구원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:04(2020/05/26 10:00),
용역,20200524316-00,일반,지사화사업 신청접수 및 단순 행정업무 위탁운영 용역,대한무역투자진흥공사,대한무역투자진흥공사,제한(총액)협상에의한계약,2020/05/20 14:04(2020/06/01 10:00),
용역,20200524710-00,긴급,2020년도 상반기 배수지 청소 용역,충청남도 아산시 수도사업소,충청남도 아산시 수도사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 14:04(2020/05/25 15:00),
용역,20200524717-00,긴급,제주관광대학교 혁신전공교육과정 개발(개편) 환경분석 및 수요조사,제주관광대학산학협력단,제주관광대학산학협력단,일반(총액)협상에의한계약,2020/05/20 14:03(-),
용역,20200524665-00,긴급,생활문화시설 길 위의 인문학 사업 발전방안 연구 용역,한국출판문화산업진흥원,한국출판문화산업진흥원,제한(총액)협상에의한계약,2020/05/20 14:03(2020/06/03 10:00),
용역,20200524706-00,일반,[재재공고] 콘텐츠기업 조세지원 제도개선 연구,한국콘텐츠진흥원,한국콘텐츠진흥원,제한(총액)협상에의한계약,2020/05/20 14:00(2020/05/29 11:00),
용역,20200524707-00,일반,2020년 김천시 마을리더 역량강화 및 현장포럼 용역,경상북도 김천시,경상북도 김천시,제한(총액),2020/05/20 14:00(2020/05/27 14:00),
용역,E012004581-00,일반,2020년 마포용산지사 고압고객 수전설비 열화상진단용역,한국전력공사,재무자재부,제한(총액),2020/05/20 14:00(2020/05/28 10:00),
용역,20200517336-01,취소,전남대학교 국동캠퍼스 협동관 리모델링사업 지정폐기물처리용역,전라남도 여수시,전라남도 여수시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/20 13:59(2020/05/20 12:00),
용역,20200524693-00,일반,보성회천중 급식실 및 다목적강당 증축공사 건설폐기물 처리용역,전라남도교육청,전라남도교육청,수의(총액)소액수의,2020/05/20 13:58(2020/05/25 10:00),
용역,20200524331-00,긴급,영사콜센터 해외로밍 안전문자 통합발송시스템 구축,조달청 서울지방조달청,외교부,제한(총액)협상에의한계약,2020/05/20 13:56(2020/06/02 10:00),
용역,20200524687-00,긴급,주차장 수급실태 조사용역,경상북도 영천시,경상북도 영천시,일반경쟁,2020/05/20 13:56(2020/05/26 10:00),
용역,E012004583-00,일반,복흥면 어은리 전라북도지사 하천재정비지장전주 이설 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/20 13:56(2020/05/28 10:00),
용역,20200524691-00,일반,2020 소셜미디어 재생에너지 영상콘텐츠 제작,한국에너지공단,한국에너지공단,제한(총액)협상에의한계약,2020/05/20 13:56(2020/06/01 10:00),
용역,20200524692-00,일반,2020년 제도평가-중앙 지자체 출산지원제도 평가,보건복지부,보건복지부,제한(총액)협상에의한계약,2020/05/20 13:55(2020/06/02 10:00),
용역,20200524228-00,일반,"송도6,8공구 대2-1호선 건설공사 건설폐기물처리용역(3차)",인천광역시 경제자유구역청,인천광역시 경제자유구역청,제한(총액),2020/05/20 13:55(2020/05/28 10:00),
용역,20200524676-00,일반,인천테크노파크 중장기 경영전략 수립 용역,인천테크노파크,인천테크노파크,제한(총액)협상에의한계약,2020/05/20 13:52(2020/06/01 10:00),
용역,20200524422-00,일반,2020년 박물관 전시안내 앱 서비스 통합운영,조달청 서울지방조달청,문화체육관광부 국립중앙박물관,제한(총액)협상에의한계약,2020/05/20 13:50(2020/06/02 10:00),
용역,20200524666-00,일반,"진천군 공공하수도 사업[광혜원신설외 3건] 통합건설사업관리용역(PQ,SOQ 후 가격입찰)",충청북도 진천군 상하수도사업소,충청북도 진천군 상하수도사업소,지명경쟁,2020/05/20 13:48(2020/05/26 10:00),
용역,20200524656-00,일반,서울특별시 강동구 경관계획 수립 용역,서울특별시 강동구,서울특별시 강동구,제한(총액)협상에의한계약,2020/05/20 13:48(-),
용역,20200524662-00,긴급,조원고~수일고 보행환경 개선사업 폐기물처리용역,경기도 수원시,경기도 수원시,제한(총액),2020/05/20 13:48(2020/05/27 10:00),
용역,20200522209-01,변경,산림종자공급원 조사·수집 및 전자도면 작성 용역사업,산림청 국립산림품종관리센터,산림청 국립산림품종관리센터,일반(총액)협상에의한계약,2020/05/20 13:47(2020/06/01 10:00),
용역,20200524513-00,일반,2020년도 성과확산추진본부 종합정보시스템 유지보수 및 기능개선,조달청 서울지방조달청,대·중소기업·농어업협력재단,제한(총액)협상에의한계약,2020/05/20 13:46(2020/06/02 10:00),
용역,E012004579-00,일반,[모의입찰] 온라인 적격심사 테스트,한국전력공사,경영ICT운영센터,일반(총액),2020/05/20 13:45(2020/05/25 13:44),
용역,20200524649-00,일반,신평초 병설유치원 신축공사 설계용역,강원도교육청 강원도원주교육지원청,강원도교육청 강원도원주교육지원청,제한경쟁,2020/05/20 13:44(2020/05/28 10:00),
용역,20200523086-00,긴급,2020년 한류 콘텐츠를 활용한 온라인 한국어 학습 콘텐츠 개발,조달청 서울지방조달청,세종학당재단,일반(총액)협상에의한계약,2020/05/20 13:42(2020/06/04 10:00),
용역,20200524363-00,일반,천연물제제 시생산시설 건축 및 GMP 실시설계 용역,조달청,재단법인충북테크노파크,일반(본청),2020/05/20 13:42(2020/07/08 10:00),
용역,20200519858-00,긴급,충주국토 관내 문산졸음쉼터 개선공사 폐기물처리용역,국토교통부 대전지방국토관리청 충주국토관리사무소,국토교통부 대전지방국토관리청 충주국토관리사무소,제한(총액),2020/05/20 13:39(2020/05/27 10:00),
용역,20200524617-00,일반,김포국제공항 국제선 계류장 콘크리트 재포장 공사 건설폐기물 처리용역(장기계속),한국공항공사 서울지역본부,한국공항공사 서울지역본부,일반(총액),2020/05/20 13:39(2020/05/28 10:00),
